# GSSWill2Pay.txt
#
# Extracted from the GSS.
#
# degree: respondent's highest educational degree
# grnsol: How willing the respondent is to accept cuts in their standard of living in order to protect the environment?
#
# fdegree <- factor(degree,levels=c("ltHS","HS","JC","BS","grad"))
# fgrnsol <- factor(grnsol,levels=c("vwill","will","neither","un","vun"))
#
degree grnsol
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
HS vun
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC vwill
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC will
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC neither
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC un
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
JC vun
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS vwill
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS will
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS neither
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS un
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
BS vun
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad vwill
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad will
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad neither
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad un
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
grad vun
